Gene	logConc	logFC	LR.statistic	p.value	FDR
SPU_000508	9.61631829629837	-0.0457117378165281	0.168499647520293	0.681448675034474	0.856786981776713
SPU_000509	3.93904923618425	-0.430283781586869	3.24843797351361	0.0714915581907322	0.240304957834582
SPU_000510	4.71187333593998	-0.347637382015213	7.04137588478823	0.00796478220272175	0.0542790329159364
SPU_000513	8.40956514961069	-0.0592209384856758	0.267794810452906	0.604814882602132	0.809670644147429
SPU_000514	5.35966930003546	0.0174435762484482	0.0210604719821958	0.88461433894924	0.953480847242014
SPU_000515	1.50872784555396	0.787134048503678	2.47169542870289	0.115912832766174	0.324536369756796
SPU_000516	2.62823648478	-0.713102535100033	9.20628342572358	0.00241185845832055	0.0227189437853644
SPU_000519	-1.19083576933201	1.5096093488588	5.47214382912339	0.0193219098636747	0.101427717595263
SPU_000520	2.15110835585248	-1.38997632910629	3.44314803063208	0.0635145653536641	0.222342958480605
SPU_000521	1.29081219531632	-0.14509885490232	0.0667241071994131	0.796167592878545	0.914944077403033
SPU_000522	3.63759534085697	-0.180856702180293	0.95148203115123	0.329342345740917	0.598351597024571
SPU_000523	0.329323603496758	1.3295831321757	20.3832944321726	6.3380674806234e-06	0.000177739974027411
SPU_000525	4.66010453737819	0.269888871720704	3.61052596247416	0.0574149587572592	0.20882801016079
SPU_000526	8.70996584715279	-0.675859683237547	33.979311166119	5.5701207514972e-09	3.40343818799108e-07
SPU_000531	2.29467508818137	-0.540137410857888	5.35951794556631	0.020609469748393	0.105869108607302
SPU_000539	5.72409777924983	0.132115361413287	0.611554796804525	0.434203001564403	0.690441176276737
SPU_000540	4.98459817211431	0.24105018619102	3.8230068106556	0.0505534414486824	0.192801011819625
SPU_000544	4.28011564447563	0.0348268423663712	0.0627716517339074	0.802167676423383	0.917342713567636
SPU_000545	2.14442712348056	0.0477440516974848	0.0693776758845104	0.792245046985905	0.912984382445197
SPU_000547	4.15043032102508	0.126373135019455	0.58946588045821	0.44262573377891	0.697778001592991
SPU_000548	3.45632213455576	-0.0784826499074359	0.18132602321182	0.67023614508997	0.85055048950078
SPU_000551	-0.504045708200275	0.33508459046109	0.544959245503428	0.46038469009499	0.709378177025122
SPU_000552	7.93800147236227	0.062620563229695	0.275936728136884	0.599376881557857	0.806928823831976
SPU_000553	4.61189715443072	-0.0980199822130391	0.09045224987551	0.763602999001075	0.901445374178919
SPU_000554	6.13855184405607	-0.00958995799940681	0.00682335777280685	0.934166724043456	0.973693391850129
SPU_000555	3.5888578125973	-0.238626954630218	1.09882432363305	0.294524260945697	0.563798057076065
SPU_000559	2.88082518723831	0.259791548692943	2.19179303213924	0.138747715979221	0.3628017819057
SPU_000560	1.55340771411405	0.286800549750172	0.568563739517406	0.450830213116911	0.703300834451053
SPU_000561	1.30962607409549	0.646182235528427	6.19385739523768	0.012819446179998	0.0756677912057186
SPU_000562	5.27218279797486	-0.841131275849616	14.7394411169348	0.000123436868574906	0.00211902615420305
SPU_000563	3.39798090257488	-0.439992197354229	6.16004031454454	0.0130668230162567	0.0765327326947288
SPU_000566	-0.930540480236726	0.897843510390211	3.87535610906289	0.0489999139170475	0.188975329950207
SPU_000570	7.15537164044718	0.00948965544486896	0.00714392952645859	0.932641595178386	0.97313254721218
SPU_000571	3.03317453264837	0.401170746313062	1.09798982158415	0.294707678021083	0.563798057076065
SPU_000572	2.82768822030122	1.9262778598937	103.453847626387	2.66531240790515e-24	1.42347425637008e-21
SPU_000573	5.83835847363736	0.234520564184086	3.58446850488348	0.0583220704475128	0.211042473237926
SPU_000574	7.09104423496425	-0.235260759433664	1.9258762658627	0.165210309109637	0.404281949102012
SPU_000578	1.10893900594519	0.0491691996964356	0.0121987320110386	0.912054190465917	0.963902742999118
SPU_000586	3.40115914940726	0.023852206174315	0.0108903112374388	0.916886319887253	0.96589127198536
SPU_000590	5.62978011996931	0.103267823451599	0.523838163574972	0.469209007056934	0.715477929415915
SPU_000595	10.6477615470485	-0.161559678877113	2.12301901927095	0.145100275590837	0.372484780506703
SPU_000597	7.21939374645789	0.241700882343247	4.52027797861274	0.0334953887531935	0.148983191184778
SPU_000599	4.04939980477915	-0.327606899568713	5.77990256653638	0.0162104399869416	0.0893751485188372
