"X","Y","Animal","Trial"
1708.72,991.61,4,10
1707.56,989.88,4,10
1707.47,989.59,4,10
1709.86,994.29,4,10
1710.19,994.3,4,10
1698.21,996.23,4,10
1654.839623,986.287234,4,10
1636.261974,983.223404,4,10
1621.399855,977.095745,4,10
1621.399855,980.159574,4,10
1599.106676,980.159574,4,10
1584.244557,980.159574,4,10
1583.92,979.95,4,10
1569.382438,974.031915,4,10
1568.86,974.01,4,10
1566.51,975.61,4,10
1547.08926,958.712766,4,10
1547.08926,958.712766,4,10
1528.511611,958.712766,4,10
1528.86,958.96,4,10
1523.04,953.31,4,10
1513.649492,952.585106,4,10
1513.9,953,4,10
1511.68,953.21,4,10
1510.92,953.09,4,10
1502.502903,952.585106,4,10
1502.81,952.24,4,10
1502.8,952.22,4,10
1503.06,951.85,4,10
1503.06,951.85,4,10
1503.13,952,4,10
1503.1,951.71,4,10
1506.218433,949.521277,4,10
1476.494194,952.585106,4,10
1472.778665,949.521277,4,10
1431.907837,967.904255,4,10
1353.881713,970.968085,4,10
1339.019594,967.904255,4,10
1313.010885,964.840426,4,10
1305.579826,961.776596,4,10
1305.579826,961.776596,4,10
1279.571118,974.031915,4,10
1279.571118,974.031915,4,10
1272.140058,974.031915,4,10
1271.95,974.01,4,10
1272.83,973.77,4,10
1273.86,974.29,4,10
1273.79,974.97,4,10
1271.95,977.79,4,10
1271.76,979.52,4,10
1272.83,980.54,4,10
1264.708999,964.840426,4,10
1257.277939,949.521277,4,10
1937.219884,1277.351064,5,10
1933.89,1276.71,5,10
1933.71,1276.72,5,10
1922.357765,1280.414894,5,10
1922.357765,1280.414894,5,10
1921.95,1280.04,5,10
1921,1284.81,5,10
1920.85,1285.26,5,10
1917.02,1286.77,5,10
1916.12,1291.33,5,10
1916.45,1292.06,5,10
1914.926705,1289.606383,5,10
1914.9,1289.92,5,10
1911.211176,1295.734043,5,10
1903.780116,1301.861702,5,10
1903.93,1302.06,5,10
1892.633527,1301.861702,5,10
1892.8,1301.91,5,10
1891.29,1303.93,5,10
1881.486938,1301.861702,5,10
1880.75,1301.94,5,10
1870.340348,1301.861702,5,10
1869.77,1302.01,5,10
1855.478229,1304.925532,5,10
1851.7627,1307.989362,5,10
1851.87,1308.01,5,10
1840.61611,1320.244681,5,10
1840.92,1319.95,5,10
1837.09,1328.65,5,10
1822.038462,1341.691489,5,10
1821.83,1342.04,5,10
1812.93,1349.7,5,10
1799.07,1355.41,5,10
1798.74,1363.39,5,10
1792.314224,1363.138298,5,10
1791.81,1363.05,5,10
1781.167634,1381.521277,5,10
1780.89,1382.1,5,10
1775.87,1386.07,5,10
1774.51,1389.09,5,10
1774.61,1388.81,5,10
1758.874456,1399.904255,5,10
1758.88,1400.11,5,10
1750.85,1406.53,5,10
1736.581277,1418.287234,5,10
1736.75,1418.11,5,10
1730.53,1426.01,5,10
1730.27,1426.19,5,10
1710.572569,1436.670213,5,10
1699.42598,1442.797872,5,10
1698.89,1443.04,5,10
1696.45,1440.89,5,10
1695.02,1438.38,5,10
1688.27939,1448.925532,5,10
1665.986212,1455.053191,5,10
1662.270682,1458.117021,5,10
1647.408563,1464.244681,5,10
1636.261974,1470.37234,5,10
1628.830914,1479.56383,5,10
1617.684325,1485.691489,5,10
1606.537736,1488.755319,5,10
1606.537736,1488.755319,5,10
1591.675617,1488.755319,5,10
1580.529028,1491.819149,5,10
1576.813498,1497.946809,5,10
1565.666909,1504.074468,5,10
1565.666909,1504.074468,5,10
1565.666909,1504.074468,5,10
1565.666909,1504.074468,5,10
1565.666909,1504.074468,5,10
1558.235849,1507.138298,5,10
1547.08926,1513.265957,5,10
1547.08926,1513.265957,5,10
1547.08926,1513.265957,5,10
1550.80479,1507.138298,5,10
1550.80479,1507.138298,5,10
1550.80479,1507.138298,5,10
1550.80479,1507.138298,5,10
1550.80479,1507.138298,5,10
NA,NA,5,10
NA,NA,5,10
NA,NA,5,10
NA,NA,5,10
NA,NA,5,10
1454.201016,1301.861702,5,10
1450.485486,1298.797872,5,10
1446.769956,1280.414894,5,10
1443.054427,1280.414894,5,10
1443.054427,1280.414894,5,10
1443.1,1280.14,5,10
1443.16,1280.1,5,10
1444.1,1280.38,5,10
1444.24,1281.08,5,10
1442.98,1281.73,5,10
1443.73,1281.98,5,10
1443.68,1281.89,5,10
1446.769956,1271.223404,5,10
1443.054427,1265.095745,5,10
1442.99,1265.39,5,10
1442.91,1264.26,5,10
1442.8,1263.38,5,10
1442.46,1262,5,10
1442.23,1260.98,5,10
1441.98,1260.19,5,10
1442.21,1259,5,10
1442.07,1258.04,5,10
1441.54,1257.07,5,10
1441.33,1256.08,5,10
1441.79,1255,5,10
1417.045718,1246.712766,5,10
1416.83,1247.08,5,10
1415.28,1247.17,5,10
1415.33,1247.22,5,10
1413.12,1248.81,5,10
1411.9,1258.14,5,10
1411.91,1258.42,5,10
1346.450653,1249.776596,5,10
1335.304064,1243.648936,5,10
1275.855588,1301.861702,5,10
1242.41582,1314.117021,5,10
1944.650943,1311.053191,6,10
1939.38,1312.35,6,10
1938.33,1312.38,6,10
1934.05,1311.23,6,10
1933.504354,1314.117021,6,10
1933.83,1313.97,6,10
1933.93,1314.01,6,10
1933.97,1313.99,6,10
1933.74,1314.09,6,10
1926.073295,1314.117021,6,10
1925.95,1314.01,6,10
1925.6,1317.22,6,10
1925.62,1317.23,6,10
1921.91,1319.74,6,10
1920.35,1325.18,6,10
1920.54,1325.7,6,10
1917.16,1327.36,6,10
1916.46,1328.11,6,10
1916.9,1327.09,6,10
1903.780116,1326.37234,6,10
1903.87,1325.99,6,10
1901.05,1327.76,6,10
1900.8,1327.93,6,10
1895.97,1327.12,6,10
1889.11,1333.44,6,10
1888.87,1333.43,6,10
1880.72,1333.78,6,10
1880.3,1332.83,6,10
1877.771408,1335.56383,6,10
1874.22,1340.67,6,10
1873.65,1340.95,6,10
1870.340348,1347.819149,6,10
1869.93,1348.02,6,10
1861.81,1355.21,6,10
1856.48,1356.43,6,10
1856.77,1356.65,6,10
1851.7627,1366.202128,6,10
1851.94,1366.03,6,10
1847.98,1372,6,10
1848.02,1373.3,6,10
1848.04,1373.5,6,10
1848.02,1374.07,6,10
1848.02,1374.08,6,10
1847.59,1375.26,6,10
1846.64,1374.05,6,10
1845.81,1374.68,6,10
1845.25,1374.64,6,10
1845.25,1374.64,6,10
1844.33164,1369.265957,6,10
1855.478229,1344.755319,6,10
1855.478229,1335.56383,6,10
1840.61611,1338.62766,6,10
1840.76,1338.99,6,10
1814.607402,1323.308511,6,10
1807.176343,1320.244681,6,10
1792.314224,1311.053191,6,10
1792.314224,1317.180851,6,10
1792.314224,1317.180851,6,10
1792.314224,1317.180851,6,10
1784.883164,1311.053191,6,10
1777.452104,1307.989362,6,10
1777.452104,1307.989362,6,10
1777.452104,1307.989362,6,10
1777.452104,1307.989362,6,10
1770.021045,1295.734043,6,10
1770.021045,1292.670213,6,10
1770.021045,1292.670213,6,10
1762.589985,1289.606383,6,10
1762.589985,1286.542553,6,10
1747.727866,1289.606383,6,10
1747.727866,1289.606383,6,10
1729.150218,1289.606383,6,10
1729.150218,1289.606383,6,10
1721.719158,1289.606383,6,10
1721.719158,1289.606383,6,10
1721.82,1290.02,6,10
1711.09,1294.25,6,10
1710.4,1296.98,6,10
1706.36,1294.67,6,10
1702.25,1298.18,6,10
1701.34,1299.86,6,10
1699.53,1297.97,6,10
1698.61,1298.38,6,10
1698.71,1295.16,6,10
1669.701742,1286.542553,6,10
1665.986212,1283.478723,6,10
1595.391147,1320.244681,6,10
1580.529028,1326.37234,6,10
1535.942671,1295.734043,6,10
1510.77,1288.22,6,10
1517.365022,1286.542553,6,10
1517.365022,1286.542553,6,10
1517.28,1286.75,6,10
1515.81,1286.66,6,10
1518.61,1283.23,6,10
1521.080552,1271.223404,6,10
1521.080552,1271.223404,6,10
1521.05,1270.91,6,10
1518.98,1270.19,6,10
1517.365022,1265.095745,6,10
1516.95,1264.83,6,10
1520.07,1256.08,6,10
1520.45,1255.62,6,10
1513.649492,1249.776596,6,10
1513.649492,1249.776596,6,10
1513.89,1249.66,6,10
1506.218433,1246.712766,6,10
1505.88,1246.79,6,10
1505.36,1245.84,6,10
1506.218433,1243.648936,6,10
1506.08,1243.98,6,10
1497.94,1239.86,6,10
1495.071843,1237.521277,6,10
1491.22,1234.22,6,10
1483.925254,1237.521277,6,10
1483.92,1238.01,6,10
1476.494194,1240.585106,6,10
1475.81,1241.04,6,10
1474.5,1241.01,6,10
1468.48,1240.44,6,10
1446.769956,1246.712766,6,10
1446.769956,1246.712766,6,10
1439.338897,1243.648936,6,10
1439.338897,1243.648936,6,10
1439.338897,1243.648936,6,10
1435.623367,1243.648936,6,10
1435.623367,1243.648936,6,10
1431.907837,1240.585106,6,10
1424.476778,1228.329787,6,10
1305.579826,1268.159574,6,10
1309.295356,1271.223404,6,10
1272.140058,1289.606383,6,10
1937.219884,1384.585106,7,10
1925.57,1413.34,7,10
1881.486938,1384.585106,7,10
1822.038462,1387.648936,7,10
1822.038462,1387.648936,7,10
1796.029753,1387.648936,7,10
1792.314224,1387.648936,7,10
1791.09,1373.4,7,10
1781.167634,1372.329787,7,10
1780.8,1371.95,7,10
1756.76,1371.87,7,10
1732.865747,1350.882979,7,10
1628.830914,1445.861702,7,10
1576.813498,1488.755319,7,10
NA,NA,7,10
1976.17,1405.07,8,10
1966.944122,1415.223404,8,10
1966.97,1415.17,8,10
1966.73,1413.44,8,10
1967.18,1412.21,8,10
1963.228592,1421.351064,8,10
1955.15,1427.14,8,10
1955.797533,1433.606383,8,10
1954.11,1437.64,8,10
1953.33,1438.18,8,10
1951.78,1439.41,8,10
1949.65,1441.34,8,10
1947.65,1442.88,8,10
1946.05,1443.18,8,10
1943.94,1444.15,8,10
1942.85,1444.99,8,10
1918.642235,1442.797872,8,10
1918.642235,1442.797872,8,10
1913.51,1445.89,8,10
1913.12,1445.96,8,10
1912.94,1443.86,8,10
1912.09,1441.66,8,10
1911.3,1441.77,8,10
1892.633527,1451.989362,8,10
1892.82,1452,8,10
1888.95,1454.02,8,10
1881.81,1464.26,8,10
1877.771408,1448.925532,8,10
1876.63,1446.82,8,10
1876.72,1446.94,8,10
1874.055878,1448.925532,8,10
1875.25,1447.18,8,10
1875.23,1447.2,8,10
1876.12,1447.36,8,10
1876.49,1447.43,8,10
1875.18,1447.97,8,10
1862.52,1434.85,8,10
1822.038462,1418.287234,8,10
1691.99492,1488.755319,8,10
1688.27939,1488.755319,8,10
1680.848331,1501.010638,8,10
1674.82,1506.81,8,10
1668,1514.29,8,10
1661.02,1523.1,8,10
1673.417271,1522.457447,8,10
1691.99492,1543.904255,8,10
1680.848331,1546.968085,8,10
1680.92,1547.02,8,10
1673.417271,1543.904255,8,10
1672.93,1543.98,8,10
1667.13,1542.92,8,10
1657.38,1540.35,8,10
1656.67,1539.98,8,10
1654.839623,1543.904255,8,10
1654.99,1544.03,8,10
1648.58,1543.24,8,10
1645.18,1543.88,8,10
1645.2,1543.95,8,10
1636.261974,1540.840426,8,10
1635.95,1540.97,8,10
1632.43,1540.91,8,10
1629.55,1536.35,8,10
1629.57,1536.12,8,10
1628.81,1538.78,8,10
1628.78,1538.95,8,10
1630.68,1538.81,8,10
1630.5,1538.64,8,10
1630.47,1538.64,8,10
1633.13,1548.96,8,10
1469.063135,1605.180851,8,10
1443.054427,1632.755319,8,10
1439.338897,1626.62766,8,10
1438.87,1627.02,8,10
1438.88,1627.36,8,10
1438.84,1628.01,8,10
1438.61,1626.1,8,10
1437.72,1628.48,8,10
1436.99,1629.73,8,10
1443.87,1623.99,8,10
1439.338897,1648.074468,8,10
1435.38,1669.28,8,10
1424.476778,1669.521277,8,10
1423.94,1670.15,8,10
1405.899129,1666.457447,8,10
1405.94,1665.83,8,10
1387.32148,1666.457447,8,10
2068.839307,1407.171378,9,10
2068.839307,1407.171378,9,10
2069,1407,9,10
2074.956392,1434.64841,9,10
2068.839307,1437.701413,9,10
2069.07,1438.27,9,10
2070.24,1438.07,9,10
2070.1,1438.15,9,10
2070.63,1442.07,9,10
2071.897849,1465.178445,9,10
2072.02,1465.05,9,10
2069.81,1467.54,9,10
2069.69,1467.51,9,10
2069.21,1468.61,9,10
2068.71,1470.92,9,10
2068.64,1471.12,9,10
2056.605137,1480.443463,9,10
2056.91,1480.04,9,10
2062.87,1484.78,9,10
2056.88,1487.77,9,10
2057.45,1488.23,9,10
2068.839307,1492.655477,9,10
2069.06,1493.1,9,10
2064.42,1496.42,9,10
2067.61,1500.17,9,10
2071.897849,1501.814488,9,10
2075.09,1506.26,9,10
2075.29,1506.6,9,10
2074.956392,1510.973498,9,10
2070.38,1509.03,9,10
2070.46,1508.11,9,10
2068.46,1509.16,9,10
2068.36,1509.26,9,10
2114.717443,1529.291519,9,10
2169.771207,1541.503534,9,10
2182.005376,1541.503534,9,10
2182.005376,1544.556537,9,10
2175.888292,1547.609541,9,10
2163.04,1559.38,9,10
2169.771207,1559.821555,9,10
2170.09,1560.11,9,10
2163.654122,1559.821555,9,10
2163.92,1559.99,9,10
2157.537037,1572.033569,9,10
2154.478495,1578.139576,9,10
2153.97,1578.1,9,10
2154.73,1578.55,9,10
2154.85,1578.61,9,10
2152.94,1568.56,9,10
2154.37,1561.07,9,10
2151.419952,1590.35159,9,10
2145.302867,1605.616608,9,10
2145,1606.12,9,10
2151.419952,1605.616608,9,10
2151.419952,1617.828622,9,10
2151.01,1618.08,9,10
2149.26,1619.22,9,10
2149.2,1619.05,9,10
2153.78,1622.36,9,10
2154.87,1622.72,9,10
2154.87,1622.7,9,10
2151.07,1620.79,9,10
2150.21,1620.48,9,10
2147.92,1621.43,9,10
2142.244325,1697.206714,9,10
2142.244325,1691.100707,9,10
2157.537037,1825.432862,9,10
2154.478495,1825.432862,9,10
2182.005376,1855.962898,9,10
2182.005376,1846.803887,9,10
2182.005376,1846.803887,9,10
2182.005376,1843.750883,9,10
2175.888292,1837.644876,9,10
2163.654122,1831.538869,9,10
2163.654122,1828.485866,9,10
2163.654122,1828.485866,9,10
2163.654122,1831.538869,9,10
